time,fast_barostat_volume,fast_barostat_pressure,slow_barostat_volume,slow_barostat_pressure
114.75,1001.11001987,0.888998012904,1000.94403625,0.905596374762
115,1000.48886576,0.951113424309,1000.21381196,0.978618804069
115.25,999.711988833,1.02880111667,1001.38869771,0.861130228827
115.5,1001.32804857,0.867195142621,1001.57750406,0.842249594326
115.75,1003.75644523,0.62435547747,1002.52948535,0.747051464572
116,1002.90180652,0.709819348196,1000.58939622,0.941060377818
116.25,1002.90445298,0.709554701953,1002.68291181,0.731708818667
116.5,1002.95353405,0.704646595243,1003.71618199,0.628381801116
116.75,1004.65286901,0.534713098827,1003.95052232,0.604947767757
117,1001.43609414,0.856390585975,1002.46568609,0.753431390991
117.25,1002.26570675,0.77342932467,1000.92216065,0.907783934987
117.5,1004.99773736,0.500226264221,1000.51552985,0.948447015013
117.75,1003.69833966,0.630166033592,1000.57670939,0.942329061206
118,998.282094739,1.17179052613,1001.09367786,0.890632213841
118.25,997.61773548,1.23822645197,1000.97558919,0.902441080892
118.5,996.074883386,1.39251166143,1000.36675822,0.963324178063
118.75,1000.07028333,0.992971667253,1000.49185652,0.950814347735
119,997.933295156,1.20667048441,999.54368015,1.04563198497
119.25,997.562310284,1.24376897156,1000.29127308,0.970872692172
119.5,996.644400217,1.33555997833,1002.23085105,0.77691489477
119.75,998.692658889,1.1307341111,1002.54083544,0.74591645632
120,999.013733977,1.09862660226,1002.32076657,0.767923343101
120.25,996.881878848,1.3118121152,1002.50799003,0.749200997358
120.5,997.275064143,1.27249358573,1001.01621083,0.898378916792
120.75,997.147176302,1.28528236985,1002.92522857,0.707477143262
121,994.165008419,1.5834991581,1003.5316844,0.646831560408
121.25,994.081535573,1.59184644268,1002.90567346,0.709432654483
121.5,994.684126405,1.53158735952,1003.03250191,0.696749809211
121.75,997.557315307,1.24426846935,1004.49837358,0.550162642045
122,997.659672721,1.23403272794,1006.10035877,0.389964122851
122.25,998.217610671,1.17823893291,1005.14594423,0.485405577383
122.5,998.505748878,1.14942511216,1005.20159887,0.479840113171
122.75,995.345613409,1.46543865914,1004.94515342,0.505484657764
