time,weak_langevin_position,weak_langevin_velocity,strong_langevin_position,strong_langevin_velocity
70.96,-1.47530979926,-0.911585095091,-0.0815739630415,-1.1694636399
71.12,-1.6069731988,-0.828504877836,-0.198655944122,0.0528276447783
71.28,-1.72799984782,-0.597366909531,-0.168643287991,-0.913982034443
71.44,-1.80154051991,-0.360800200938,-0.307149399263,-0.785106172121
71.6,-1.84752678871,-0.17623069763,-0.308936526392,0.373685694707
71.76,-1.84325910078,0.27786461127,-0.284114526174,0.312942744132
71.92,-1.75054972158,1.03866285795,-0.171560220492,0.827956510838
72.08,-1.57035416698,1.25384748854,-0.0962313457276,0.207401332892
72.24,-1.36901201953,1.22773476153,-0.0473060435453,0.405566312442
72.4,-1.17649348166,1.20388300228,-0.0267572834098,0.704585612003
72.56,-0.981003075719,1.2861353116,0.151801765915,0.811022007145
72.72,-0.79658103631,1.30669524678,0.297776256521,1.71396569426
72.88,-0.57060648229,1.37483179382,0.45602961864,0.195075208719
73.04,-0.326692978353,1.66207560637,0.477974759659,0.396019743163
73.2,-0.0545141180889,1.74265317285,0.441282966032,-0.0891865364143
73.36,0.224064358803,1.68036530461,0.383049274822,-0.40760553501
73.52,0.496892958119,1.59827631644,0.316197165625,-0.0509115265194
73.68,0.756965778844,1.59289042297,0.275379268019,0.192705983754
73.84,0.990076569962,1.31847122233,0.264769670324,-1.77604224176
74,1.19100239444,1.13671579905,0.07564063517,-1.43454998104
74.16,1.34659418956,0.97256798823,-0.0220312216262,-0.731132937418
74.32,1.47389487237,0.671966424472,0.0513097641421,-0.00919409200385
