time,position,velocity,exact_position,exact_velocity,energy
9.24,-0.983982152329,-0.177945831793,-0.982977069747,-0.183728278587,0.499942797577
9.36,-0.998250980647,-0.0590118438143,-0.997902641462,-0.0647326668976,0.499993709037
9.48,-0.998144994844,0.0607719147152,-0.998475650623,0.0551939771511,0.499993328175
9.6,-0.983665721115,0.179680557673,-0.984687855794,0.174326781223,0.499941676852
9.72,-0.955021661003,0.2960018006,-0.956737563083,0.290952290566,0.499841719471
9.84,-0.912625288972,0.408060617598,-0.915026773955,0.403393112169,0.499699192853
9.96,-0.857087112779,0.514243361703,-0.860155403357,0.510032040244,0.499522276974
10.08,-0.789206882163,0.6130210014,-0.792912651304,0.609335316064,0.499321125505
10.2,-0.709962072443,0.702971138676,-0.714265652027,0.699874687594,0.49910728306
10.32,-0.62049380888,0.782798491556,-0.625345563949,0.780347951653,0.49889302262
10.44,-0.52209043447,0.851353546157,-0.527431300536,0.849597683151,0.498690641159
10.56,-0.416168957803,0.907649109693,-0.421931136034,0.906627882014,0.498511753883
10.68,-0.304254648144,0.95087452605,-0.310362450644,0.950618298388,0.498366627604
10.8,-0.187959071551,0.980407349231,-0.194329906455,0.980936230066,0.498263591503
10.92,-0.068956884328,0.995822306584,-0.0755023680226,0.997145622476,0.498208559093
11.04,0.0510382820293,0.996897422722,0.0444111004548,0.99901334033,0.498204688831
11.16,0.170298497125,0.983617215973,0.163685816141,0.986512520749,0.498252202841
11.28,0.287106413863,0.956172921314,0.280606283209,0.959822959625,0.498348374167
11.4,0.399779998241,0.914959736587,0.393490866348,0.919328525665,0.498487683285
11.52,0.506696750644,0.860571131654,0.500715977271,0.865611639308,0.498662134875
11.64,0.606317069838,0.793790302425,0.600739426341,0.799444895937,0.498861716701
11.76,0.697206423226,0.715578892842,0.692122603468,0.721779953843,0.499074974234
11.88,0.77805600412,0.627063147201,0.773551169244,0.633733846786,0.499289668062
12,0.847701578554,0.52951769224,0.843853958732,0.536572918,0.499493476339
12.12,0.905140250257,0.424347182512,0.902019826014,0.431694606727,0.499674701971
12.24,0.949544902357,0.313066073355,0.947212187224,0.320607349219,0.499822943939
12.36,0.980276107862,0.197276812742,0.978781052911,0.20490888332,0.499929694246
12.48,0.996891337415,0.0786467660251,0.996272376655,0.0862632686263,0.49998882621
12.6,0.999151331708,-0.0411157941223,0.999434585501,-0.0336230472211,0.499996946091
12.72,0.987023546826,-0.160286286834,0.988222198258,-0.153025771916,0.499953587868
12.84,0.960682622868,-0.277148657016,0.962796479645,-0.270227568512,0.499861239983
12.96,0.920507869142,-0.390020086537,0.923523120864,-0.383542755413,0.499725202527
13.08,0.867077802099,-0.497275226811,0.870966979964,-0.491341551074,0.499553283047
13.2,0.801161814707,-0.597369603819,0.80588395764,-0.592073514707,0.499355348456
13.32,0.723709097183,-0.688861858533,0.729210125319,-0.68428984585,0.499142758743
13.44,0.635834968659,-0.770434502483,0.642048261896,-0.766664222066,0.498927714993
13.56,0.538804816587,-0.840912889598,0.545651992773,-0.838011875085,0.498722559135
13.68,0.434015875156,-0.899282131103,0.441407759295,-0.897306630999,0.498539065604
13.8,0.322977105122,-0.944701709919,0.330814877949,-0.943695669444,0.498387765579
13.92,0.207287464775,-0.976517584113,0.215463976099,-0.976511789485,0.498277342567
14.04,0.088612884935,-0.994271605096,0.0970141144232,-0.995283005784,0.498214134038
14.16,-0.031337720448,-0.997708114965,-0.0228310749005,-0.999739337037,0.498201767695
14.28,-0.150837062657,-0.986777627979,-0.142347891077,-0.989816689042,0.498240953275
14.4,-0.268164351163,-0.96163754315,-0.259817356214,-0.965657776549,0.498329441815
14.52,-0.381630073012,-0.922649877699,-0.37354993891,-0.927610070633,0.498462154723
14.64,-0.489600321811,-0.87037605401,-0.481909854332,-0.87622080111,0.498631475255
14.76,-0.590520325975,-0.805568815142,-0.583338591257,-0.812229085881,0.49882768566
14.88,-0.682936837445,-0.729161385337,-0.676377327722,-0.736555300398,0.499039524903
15,-0.765519058456,-0.642254031583,-0.759687912859,-0.650287840157,0.499254834972
15.12,-0.837077805025,-0.546098219774,-0.832072113158,-0.5546674666,0.499461258653
15.24,-0.896582631202,-0.442078593601,-0.892488846335,-0.451069461578,0.499646948746
15.36,-0.943176667489,-0.331693035679,-0.940069154931,-0.340983847049,0.499801248007
15.48,-0.976188959765,-0.216531098044,-0.974128704295,-0.225993954496,0.499915300793
15.6,-0.99514413102,-0.0982511125972,-0.994177625184,-0.107753652299,0.499982561315
15.72,-0.999769226788,0.0214436888713,-0.999927559415,0.0120364414003,0.499999169312
15.84,-0.989997645691,0.14082970122,-0.991295807248,0.131653418234,0.499964171609
15.96,-0.965970098495,0.258187765871,-0.968406516828,0.249376859724,0.499879576816
16.08,-0.928032581881,0.371827926694,-0.931588898599,0.363513581599,0.499750240051
16.2,-0.876731396089,0.480113765372,-0.881372490362,0.472421986398,0.499583584294
16.32,-0.812805278192,0.581485965829,-0.818479541072,0.574535674129,0.499389174356
16.44,-0.73717476429,0.674484768378,-0.74381462293,0.668385971364,0.49917816794
16.56,-0.650928933782,0.757770990262,-0.658451621166,0.752623054778,0.498962675258
16.68,-0.555309726627,0.830145309886,-0.563618288642,0.826035365289,0.498755064006
16.8,-0.451694059409,0.890565537049,-0.460678587411,0.887567033582,0.498567249542
16.92,-0.341573997735,0.938161620477,-0.351113071228,0.936333066389,0.498410011033
17.04,-0.226535270494,0.972248176571,-0.236497591141,0.971632075111,0.498292372812
17.16,-0.108234435358,0.992334358922,-0.11848063046,0.992956363697,0.498221086447
17.28,0.0116249756471,0.998130926505,0.00124040493806,0.999999230697,0.498200243252
17.4,0.131316987003,0.989554408746,0.120943599928,0.992659380471,0.498231039472
17.52,0.249118033746,0.966728307501,0.238907295982,0.971042380088,0.498311707631
17.64,0.363331780803,0.929981318628,0.353434853311,0.935459140992,0.498437617969
17.76,0.472313550217,0.879842598767,0.462879053176,0.886421447242,0.498601544161
17.88,0.574494004507,0.817034145483,0.565665789386,0.824634594665,0.49879407805
18,0.668401745133,0.742460400505,0.660316708244,0.750987246772,0.499004169607
18.12,0.752684500628,0.657195225759,0.7454704713,0.666538653357,0.499219761123
18.24,0.826128599315,0.562466439763,0.819902335118,0.572503415596,0.499428479233
18.36,0.887676446171,0.459638137033,0.882541766423,0.470234016761,0.499618345052
18.48,0.936441752203,0.350191045131,0.932487839295,0.361201369829,0.499778461679
18.6,0.971722297003,0.235701202179,0.969022192939,0.246973661737,0.4998996396
18.72,0.993010040726,0.117817261915,0.991619363673,0.129193798572,0.499974924094
18.84,0.999998439862,-0.00176324692041,0.999954342529,0.00955577610525,0.499999994384
18.96,0.992586861465,-0.121318365,0.993907249772,-0.110219684493,0.49997341162
19.08,0.970882032262,-0.239126498624,0.973565059095,-0.228409885316,0.499896701457
19.2,0.935196501795,-0.353491210667,0.939220346697,-0.34331492882,0.499774266495
19.32,0.886044141702,-0.462765649277,0.891367083246,-0.453282166984,0.499613133598
19.44,0.824132745969,-0.565376262537,0.830693529228,-0.5567299709,0.499422550609
19.56,0.750353838693,-0.659845457617,0.758072335885,-0.652170478913,0.49921345559
19.68,0.665769836141,-0.744812878107,0.67454799411,-0.738230996127,0.498997849054
19.8,0.571598747948,-0.819054993152,0.581321811814,-0.813673737507,0.498788105232
19.92,0.469196637784,-0.881502716296,0.47973463585,-0.877413630602,0.498596261873
20.04,0.360038096037,-0.931256800326,0.371247566965,-0.928533921848,0.498433329375
20.16,0.245695005706,-0.96760078643,0.257420945195,-0.966299361986,0.498308658864
20.28,0.127813907293,-0.99001132121,0.139891907914,-0.990166780952,0.498229405511
20.4,0.00809228861562,-0.998165692965,0.0203508433317,-0.999792900143,0.498200117873
20.52,-0.111745859018,-0.99194647874,-0.0994829219013,-0.995039269702,0.498222476847
20.64,-0.229974866282,-0.971443235222,-0.217885851299,-0.975974259806,0.49829519919
20.76,-0.344892235472,-0.936951209117,-0.333154987698,-0.94287207731,0.498414111177
20.88,-0.45484315647,-0.888967085601,-0.443632446431,-0.896208821913,0.498572388135
21,-0.558244336016,-0.828181836052,-0.547729260224,-0.836655638536,0.49876094613
21.12,-0.653606797123,-0.755470768063,-0.64394823289,-0.765069064436,0.498968963321
21.24,-0.739557320351,-0.671880921015,-0.730905473089,-0.682478709858,0.499184501054
21.36,-0.814858218166,-0.578615988704,-0.80735029846,-0.59007244943,0.499395189048
21.48,-0.87842515764,-0.477018986155,-0.872183223852,-0.48917933729,0.499588935364
21.6,-0.929342774843,-0.368552910206,-0.924471774914,-0.381250491655,0.499754620388
21.72,-0.966877856089,-0.25477967235,-0.963463899624,-0.267838223787,0.499882735019
21.84,-0.990489896208,-0.137337607213,-0.988598784846,-0.150573711521,0.499965926422
21.96,-0.99983888182,-0.017917880531,-0.999514922356,-0.0311435384732,0.499999420021
22.08,-0.994790187535,0.10175986363,-0.996055308313,0.0887345636262,0.499981293531
22.2,-0.975416514549,0.219972265755,-0.978269701407,0.207336420607,0.499912587278
22.32,-0.941996843754,0.335017067254,-0.946413907188,0.322956214185,0.499797244497
22.44,-0.895012418408,0.445237622983,-0.900946098891,0.433931016284,0.499641885012
22.56,-0.835139814238,0.549046756942,-0.842520227647,0.538664706478,0.499455425317
22.68,-0.763241196742,0.644949617601,-0.771976616889,0.635650928558,0.499248566824
22.8,-0.680351906014,0.731565203766,-0.690329876202,0.723494756044,0.499033181689
22.92,-0.587665547838,0.807646250997,-0.598754308473,0.800932755033,0.498821631433
23.04,-0.486516805774,0.872097192214,-0.498567020212,0.866851155826,0.498626057484
23.16,-0.378362221707,0.923989933863,-0.391208977963,0.920301871975,0.498457684347
23.28,-0.264759221647,0.962577220464,-0.278224283279,0.960516136353,0.498326175402
23.4,-0.147343688796,0.987303395091,-0.161237964324,0.986915558121,0.498239078293
23.52,-0.0278064068253,0.997812400828,-0.0419326035382,0.999120441569,0.498201391753
23.64,0.0921312874032,0.993952907993,0.0779758624912,0.996955247174,0.498215278713
23.76,0.210742291093,0.975780493283,0.196762822877,0.980451116341,0.498279942164
23.88,0.326318605791,0.94355683947,0.312719797043,0.949845423497,0.498391670898
24,0.437195932566,0.897745967169,0.424179007337,0.905578362007,0.49854405251
24.12,0.541777637912,0.83900755294,0.529537366221,0.848286612989,0.498728341416
24.24,0.638557745272,0.768187429949,0.627279533046,0.778794188102,0.498933960789
24.36,0.7261426211,0.686305407967,0.715999708784,0.698100578012,0.499149109591
24.48,0.803271043184,0.59454058811,0.794421855253,0.607366376989,0.499361439864
24.6,0.868832362246,0.494214383784,0.861418048029,0.507896590391,0.499558765413
24.72,0.921882495292,0.386771492332,0.916024699073,0.401121865133,0.499729761203
24.84,0.961657520406,0.27375909139,0.957456415762,0.288577913076,0.499864613336
24.96,0.987584677226,0.156804559532,0.985117296972,0.171883423305,0.49995558229
25.08,0.999290614693,0.0375920420171,0.998609503763,0.0527167809581,0.499997447119
25.2,0.99660676731,-0.0821618009031,0.997738981391,-0.0672080725255,0.499987805088
25.32,0.979571782477,-0.20073251389,0.982518250343,-0.186166290563,0.499927209579
25.44,0.948430963976,-0.316412678677,0.953166226259,-0.302446929426,0.499819138328
25.56,0.903632739594,-0.427536500892,0.910105071325,-0.41437755628,0.499669793831
25.68,0.845822203762,-0.532503797493,0.853954122432,-0.520348303332,0.499487747361
25.8,0.775831828196,-0.62980303941,0.785520983423,-0.61883502212,0.499283447046
25.92,0.694669474304,-0.71803311756,0.705789909541,-0.708421204927,0.499068618221
26.04,0.603503879981,-0.795923518818,0.615907651159,-0.787818358027,0.49885559048
26.16,0.503647829787,-0.862352621404,0.517166960377,-0.85588453374,0.498656590046
26.28,0.396539250844,-0.916363846242,0.410987997722,-0.911640754754,0.498483038079
26.4,0.283720506689,-0.957179431694,0.298897906364,-0.954285094493,0.498344895187
26.52,0.166816187238,-0.984211633329,0.182508847633,-0.983204211004,0.498250089753
26.64,0.0475097146904,-0.997071187445,0.0634948137344,-0.997982168492,0.498204062911
26.76,-0.0724808977488,-0.995572916461,-0.0564324488178,-0.998406419611,0.498209456265
26.88,-0.19142778526,-0.979738395481,-0.175548058792,-0.984470862471,0.498265960275
27,-0.307618112664,-0.949795641605,-0.292138808734,-0.956375928405,0.498370332026
27.12,-0.419378739246,-0.906175830491,-0.404527805566,-0.914525699214,0.498516581348
27.24,-0.525100311982,-0.849507087417,-0.511098588885,-0.859522095376,0.498696314608
27.36,-0.623260440226,-0.780605442285,-0.610318380069,-0.792156218779,0.498899216437
27.48,-0.71244561813,-0.700463078783,-0.70076012782,-0.713396974522,0.499113641766
27.6,-0.791371579134,-0.610234046947,-0.781123033055,-0.624377135416,0.499327284157
27.72,-0.858901789398,-0.511217644836,-0.850251257943,-0.52637704962,0.499527882111
27.84,-0.914063813894,-0.404839708638,-0.907150550008,-0.420806225739,0.499703922781
27.96,-0.956063319471,-0.292632080636,-0.951002542191,-0.30918306025,0.499845302728
28.08,-0.984295513247,-0.176210550673,-0.981176523205,-0.193112998813,0.499943907783
28.2,-0.998353851632,-0.0572515887803,-0.997238508879,-0.0742654455844,0.499994078744
28.32,-0.998035894554,0.0625317959909,-0.998957484038,0.0456502473698,0.499992936164
28.44,-0.983346220595,0.1814147229,-0.986308725128,0.16490936522,0.499940545621
28.56,-0.954496361058,0.297685277799,-0.959474155812,0.281796636476,0.499839913946
28.68,-0.911901753923,0.409669164698,-0.918839730409,0.394630903277,0.499696816656
28.8,-0.856175761531,0.515753815625,-0.86498988282,0.501789301021,0.499519466482
28.92,-0.788120838173,0.614411611607,-0.798699120771,0.601730599587,0.49931804202
29.04,-0.708716974745,0.704221880382,-0.72092088628,0.693017370435,0.499104103551
29.16,-0.619107586881,0.78389135408,-0.632773842562,0.774336660742,0.498889929567
29.28,-0.520583049766,0.852272792279,-0.535525784596,0.844518877251,0.498687812081
29.4,-0.414562116734,0.908381502269,-0.430575404777,0.90255460821,0.498509351148
29.52,-0.302571489221,0.951409518626,-0.319432175901,0.947609141471,0.498364789111
29.64,-0.186223832264,0.980737237915,-0.203694640831,0.979034469923,0.498262422768
29.76,-0.0671945521217,0.995942340978,-0.0850274210881,0.996378611605,0.498208127194
29.88,0.0528023295709,0.996805874331,0.03486272495,0.99939211044,0.498205018555
30,0.172038857718,0.983315403094,0.154251449888,0.988031624093,0.498253275263
30.12,0.288798026314,0.955665190052,0.271421618133,0.962460547353,0.49835012774
30.24,0.40139850333,0.914253398274,0.384688002992,0.923046662068,0.498490017365
30.36,0.508218841899,0.85967635756,0.492421524826,0.870356847441,0.498664915504
30.48,0.607720829145,0.792719977297,0.593072681664,0.805148926761,0.498864784291
30.6,0.69847163645,0.714348429361,0.685193835264,0.728360767832,0.499078152728
30.72,0.779164452191,0.625690264043,0.767460032104,0.64109679388,0.499292775038
30.84,0.848637299821,0.528022158922,0.838688059826,0.544612098933,0.49949633348
30.96,0.905889770333,0.422750534713,0.897853465063,0.440294396143,0.499677145297
31.08,0.950097428152,0.311391302804,0.944105287865,0.329644058684,0.499824833221
31.2,0.980623683006,0.195548036134,0.976778300832,0.214252540296,0.499930921054
31.32,0.997028956824,0.0768888777447,0.995402576897,0.0957794858348,0.499989320133
31.44,0.999077013664,-0.0428774804847,0.999710248157,-0.024071138947,0.499996678783
31.56,0.986738361508,-0.162026402995,0.989639358546,-0.143575555078,0.499952574669
31.68,0.960190676946,-0.278842145302,0.965334754935,-0.26101496301,0.499859539045
31.8,0.919816246635,-0.391642560717,0.927146003832,-0.374700263649,0.49972291147
31.92,0.866196462373,-0.498803323258,0.875622363668,-0.482996352206,0.499550533361
32.04,0.800103449053,-0.598781317943,0.811504884962,-0.584345635462,0.499352297953
32.16,0.722488946067,-0.69013686165,0.735715751987,-0.677290434215,0.499139582499
32.28,0.634470602257,-0.77155443455,0.649345019251,-0.760493948677,0.498924595301
32.4,0.537315881775,-0.841861623592,0.553634933535,-0.832759485308,0.498719675042
32.52,0.432423812595,-0.900046005254,0.449962066997,-0.893047668528,0.498536582637
32.64,0.321304840514,-0.945269724441,0.339817518307,-0.940491389781,0.498385826241
32.76,0.20555907873,-0.976881559595,0.224785466583,-0.974408278912,0.498276058163
32.88,0.0868532662113,-0.994426300292,0.106520386569,-0.994310518523,0.498213578282
33,-0.0331032333404,-0.997651302264,-0.0132767472231,-0.999911860107,0.498201972483
33.12,-0.152583046332,-0.986510125484,-0.132882925167,-0.991131741092,0.498241906855
33.24,-0.269865663456,-0.961163202896,-0.250577884103,-0.968096443542,0.498331089457
33.36,-0.383262215027,-0.921975530187,-0.364668849417,-0.931137277884,0.498464401866
33.48,-0.491139790701,-0.869511409844,-0.473514881752,-0.880785817755,0.498634192929
33.6,-0.59194495339,-0.804526325198,-0.575550478201,-0.817766254526,0.49883071789
33.72,-0.684226108749,-0.72795606147,-0.669308088504,-0.742984981452,0.499042697662
33.84,-0.766654408142,-0.640903230456,-0.753439222426,-0.657517557264,0.499257966167
33.96,-0.838042884059,-0.544621392924,-0.826733844726,-0.562593236703,0.499464168576
34.08,-0.897363542444,-0.440497007334,-0.888137778769,-0.459577290479,0.499649470389
34.2,-0.943762165819,-0.330029464838,-0.936767868453,-0.349951368957,0.499803236646
34.32,-0.976570614005,-0.214809498049,-0.971924680412,-0.235292191979,0.499916642295
34.44,-0.99531644535,-0.0964962744875,-0.993102563772,-0.117248871335,0.499983178687
34.56,-0.999729719882,0.0232064954264,-0.999996922791,0.00248080796762,0.499999027123
34.68,-0.989746886448,0.142575091806,-0.992508597777,0.122174806484,0.499963278019
34.8,-0.965511697849,0.259890606864,-0.970745291273,0.240111597954,0.49987798311
34.92,-0.927373140801,0.373463697183,-0.935020019003,0.354594929551,0.499748037696
35.04,-0.875880410525,0.481658910263,-0.885846607853,0.463978218622,0.499580899688
35.16,-0.811775002338,0.582918235034,-0.823932305633,0.566688235042,0.499386161578
35.28,-0.735980034117,0.675783537222,-0.75016760893,0.66124772855,0.499174999899
35.4,-0.649586953404,0.758917556473,-0.665613455334,0.746296675645,0.498959533778
35.52,-0.553839820563,0.831123162911,-0.571485964262,0.820611840429,0.498752129384
35.64,-0.450117394306,0.891360595803,-0.469138945844,0.883124368078,0.498564690204
35.76,-0.33991327757,0.938762436116,-0.360044429436,0.932935157893,0.498407973865
35.88,-0.224814409638,0.972646097348,-0.245771491826,0.969327794817,0.498290974734
36,-0.106478214207,0.992523654779,-0.127963689627,0.991778853443,0.498220407698
36.12,0.0133912675088,0.998108871581,-0.00831542044966,0.999965426294,0.498200322787
36.24,0.133067914972,0.989321320632,0.111452447161,0.993769768116,0.498231872726
36.36,0.250828384461,0.966287542666,0.229617324507,0.973280989379,0.498313246781
36.48,0.364976925212,0.929339224086,0.344479678263,0.938793774619,0.498439774681
36.6,0.473869798241,0.879008420678,0.454387474404,0.890804144077,0.498604194654
36.72,0.575938946175,0.816019896013,0.557759938962,0.830002319569,0.498797070205
36.84,0.669714573284,0.741280684846,0.653110293865,0.757262797216,0.499007331697
36.96,0.753846310538,0.655867031816,0.739067140867,0.673631769805,0.499222911668
37.08,0.82712266092,0.561008893529,0.814394185992,0.58031207968,0.499431437413
37.2,0.888488444985,0.458072227175,0.878008020817,0.478645918588,0.49962094109
37.32,0.937059995442,0.348539320749,0.92899370484,0.370095523301,0.499780546583
37.44,0.972137881965,0.233987448105,0.966617924821,0.256222144661,0.499901093711
37.56,0.993216982987,0.116066156208,0.990339541827,0.138663592531,0.499975663956
37.68,0.999993759455,-0.00352648833901,0.999817374286,0.0191106796254,0.499999977534
37.8,0.992370625786,-0.123068351453,0.994915105109,-0.100717096993,0.499972639026
37.92,0.970457355106,-0.240838030307,0.975703242301,-0.21909628697,0.499895217461
38.04,0.934569498512,-0.355139641524,0.942458104865,-0.334324274582,0.499772156266
38.16,0.88522384114,-0.464327241903,0.89565784858,-0.444743766991,0.499610518248
38.28,0.823130960455,-0.566828529999,0.835975588816,-0.54876663064,0.499419580241
38.4,0.74918499394,-0.661167487263,0.764269719299,-0.644896732945,0.499210300679
38.52,0.664450763512,-0.74598563271,0.681571566067,-0.731751460763,0.498994690671
38.64,0.57014844209,-0.820061585046,0.589070554189,-0.808081606143,0.498785124643
38.76,0.467635983101,-0.882328650557,0.488097100585,-0.872789333345,0.498593630143
38.88,0.358389565956,-0.931890183501,0.380103479003,-0.924943968708,0.498431197546
39,0.243982339061,-0.968032497802,0.26664293236,-0.963795386284,0.498307149287
39.12,0.126061766484,-0.990235144135,0.149347332869,-0.98878479669,0.498228604824
39.24,0.00632590446888,-0.998178404392,0.029903711269,-0.999552784025,0.498200072031
39.36,-0.11350105057,-0.991747895626,-0.0899700072855,-0.995944475254,0.498223188479
39.48,-0.231693590481,-0.971036217163,-0.208549711671,-0.978011767701,0.498296627456
39.6,-0.346549742689,-0.936341617172,-0.324129902218,-0.946012582627,0.498416174103
39.72,-0.456415578603,-0.888163697895,-0.435048220449,-0.900407155616,0.498574967325
39.84,-0.559709030184,-0.827196221368,-0.539709358333,-0.841851417133,0.498763893557
39.96,-0.654942671731,-0.754317119253,-0.636608003158,-0.771187558455,0.498972109826
40.08,-0.740745138805,-0.670575850621,-0.724350488045,-0.689431918661,0.499187666049
40.2,-0.81588087588,-0.57717828974,-0.801674836675,-0.597760366905,0.499398190887
40.32,-0.879267928342,-0.475469361486,-0.867468913949,-0.497491390208,0.499591601762
40.44,-0.929993522637,-0.366913674427,-0.920786421533,-0.390067130018,0.499756798314
